timeForPointcloud,frameInfo,in_point_num,out_point_num
2025-03-05 22:11:24,"[[-47, 32, 10, 37, 1700], [-72, 13, 4, 37, 1700], [-75, 15, 14, -37, 1600], [-77, 9, 7, 37, 1800]]",4,0
2025-03-05 22:11:24,"[[64, 34, 12, -37, 1700], [61, 39, 13, 37, 1700], [-76, 0, 12, 37, 1700]]",1,2
2025-03-05 22:11:24,"[[-46, 33, 11, -37, 1800], [-53, 29, 11, -37, 1600], [70, 20, 10, -37, 2000], [71, 14, 10, 37, 1800], [-71, 28, 10, -37, 1800], [-71, 27, 11, 37, 1600]]",4,2
2025-03-05 22:11:24,"[[-41, 40, 8, -37, 1800], [-40, 41, 8, 37, 1800], [-73, 11, 0, -37, 2000], [68, 24, 10, 37, 1900], [75, 19, 8, -37, 1800], [-73, 26, 5, 37, 1800]]",4,2
2025-03-05 22:11:24,"[[-47, 32, 9, -37, 1800], [-48, 30, 10, 37, 1800], [-57, 21, 10, -37, 1600], [-58, 19, 11, 37, 1500], [-65, 34, 0, -37, 2000], [57, 44, 12, 37, 2000], [-66, 39, 8, -37, 1800], [67, 37, 12, 37, 1800]]",6,2
2025-03-05 22:11:24,"[[-50, 27, 8, -37, 1800], [62, 0, 5, -37, 1600], [64, 33, 11, -37, 1700], [69, 23, 6, 37, 1900], [73, 20, 16, -37, 1600], [-72, 26, 8, 37, 1900]]",2,4
2025-03-05 22:11:25,"[[-73, 0, 5, -37, 1900], [65, 31, 13, 37, 1900], [74, 18, 13, -37, 1800], [73, 22, 14, 37, 1900]]",1,3
2025-03-05 22:11:25,"[[-39, 42, 4, -37, 1800], [-40, 46, -4, -37, 1800], [56, 45, 14, 37, 1900], [50, 56, 17, -37, 1400], [53, 54, 15, 37, 1900], [56, 54, 24, 37, 1300]]",2,4
2025-03-05 22:11:25,"[[-40, 41, 7, 37, 1900], [-49, 38, 3, 37, 1800], [-59, 27, 7, 37, 1800], [-67, 16, 12, 37, 1900], [-71, 20, 2, -37, 1700], [70, 16, 14, 37, 2000], [72, 25, 14, -37, 1600], [-75, 14, 12, 37, 1800]]",6,2
2025-03-05 22:11:25,"[[62, 39, 9, -37, 1700], [68, 25, 13, 37, 1900], [75, 13, 14, 37, 1800]]",0,3
2025-03-05 22:11:25,"[[72, 13, 8, -37, 2000], [63, 36, 9, 37, 1700], [-71, 31, 7, -37, 1700], [69, 34, 10, 37, 1600]]",1,3
2025-03-05 22:11:25,"[[68, 26, 7, -37, 2000], [63, 36, 11, 37, 1900], [67, 35, 14, -37, 1700], [69, 33, 14, 37, 1700]]",0,4
2025-03-05 22:11:25,"[[65, 33, 10, -37, 1700], [61, 39, 12, 37, 1800], [71, 28, 13, -37, 1800], [72, 26, 13, 37, 1700]]",0,4
2025-03-05 22:11:25,"[[56, 0, 13, 37, 1600], [70, 19, 12, -37, 1900], [59, 42, 12, 37, 2000], [71, 26, 14, -37, 1700], [71, 27, 14, 37, 1800]]",0,5
2025-03-05 22:11:25,"[[62, 31, 8, -37, 1600], [73, 8, 8, -37, 2000], [72, 12, 11, 37, 2000], [-71, 28, 11, -37, 1700], [-75, 16, 11, 37, 1700]]",2,3
2025-03-05 22:11:25,"[[67, 26, 12, 37, 1700], [76, 0, 13, 37, 1600]]",0,2
2025-03-05 22:11:25,"[[-40, 41, 9, -37, 1900], [-41, 40, 10, 37, 2000], [-53, 30, 8, -37, 1900], [-53, 29, 10, 37, 1800], [-59, 29, 5, -37, 1600], [46, 46, 9, 37, 1400], [67, 12, 12, -37, 1800], [58, 38, 6, 37, 1700], [71, 13, 12, -37, 2000], [67, 29, 10, 37, 2000], [76, 0, 14, -37, 1800], [-75, 17, 11, 37, 1800]]",7,5
2025-03-05 22:11:25,"[[-49, 28, 10, 37, 1800], [-58, 19, 7, 37, 1700], [70, 22, 8, -37, 1900], [61, 39, 14, 37, 1800], [76, 0, 13, -37, 1800], [68, 34, 15, 37, 1700]]",2,4
2025-03-05 22:11:25,"[[-41, 40, 7, -37, 1700], [-50, 26, 10, 37, 1800], [-50, 34, 10, -37, 1600], [-50, 35, 8, 37, 1500], [63, 36, 11, -37, 1900], [59, 41, 13, 37, 1700], [77, 0, 10, -37, 1800], [72, 24, 14, 37, 1700]]",4,4
2025-03-05 22:11:25,"[[69, 24, 8, -37, 1800], [63, 35, 13, 37, 1800], [-71, 31, 6, -37, 1800], [72, 22, 16, 37, 1700]]",1,3
2025-03-05 22:11:25,"[[-45, 36, 7, -37, 1800], [-52, 32, 8, -37, 1800], [-72, 16, 4, -37, 2000], [52, 50, 13, 37, 1900], [-68, 37, 5, -37, 1800], [67, 35, 14, 37, 1900]]",4,2
2025-03-05 22:11:26,"[[-49, 29, 9, 37, 1800], [58, 18, 11, 37, 1700], [24, 60, 13, 37, 1300], [-67, 31, 1, -37, 1900], [51, 51, 14, 37, 2000], [-73, 23, 8, -37, 1800], [72, 24, 16, 37, 1800], [-17, 72, 33, 37, 1300]]",5,3
2025-03-05 22:11:26,"[[68, 24, 12, -37, 2000], [63, 36, 13, 37, 2000], [72, 25, 14, -37, 1800], [75, 15, 12, 37, 1800]]",0,4
2025-03-05 22:11:26,"[[-39, 42, 2, -37, 1800], [-49, 29, 11, 37, 1800], [-42, 45, -2, -37, 1700], [-54, 27, 10, 37, 1600], [-66, 20, 5, -37, 1700], [71, 14, 9, -37, 2100], [61, 39, 13, 37, 1900], [73, 21, 13, -37, 1900], [73, 19, 14, 37, 1800]]",5,4
2025-03-05 22:11:26,"[[66, 29, 13, -37, 1700], [65, 32, 10, 37, 1800], [61, 44, 17, -37, 1500]]",0,3
2025-03-05 22:11:26,"[[69, 22, 8, -37, 2000], [64, 33, 13, 37, 1900], [74, 20, 10, -37, 1700], [72, 25, 15, 37, 1800]]",0,4
2025-03-05 22:11:26,"[[71, 18, 4, -37, 1800], [61, 38, 13, 37, 1800], [-72, 29, 0, -37, 1700], [-76, 11, 10, 37, 1600]]",2,2
2025-03-05 22:11:26,"[[-38, 43, 6, -37, 2000], [-45, 35, 10, 37, 2000], [-48, 39, 3, -37, 1700], [-51, 34, 10, 37, 1700], [69, 23, 4, -37, 1800], [52, 50, 15, 37, 1800], [-73, 26, 5, -37, 1800], [68, 33, 13, 37, 1600]]",5,3
