timeForPointcloud,frameInfo,total_point_num
2025-03-28 15:42:38.216,"[[-1, 73, 1, -12, 2700], [-1, 73, 0, 12, 1900], [-2, 77, 0, -18, 1800], [0, 77, 0, -12, 3100], [0, 77, -1, 12, 2600], [2, 81, 1, -12, 3100], [2, 81, -2, 12, 2400], [6, 85, 6, -12, 2800], [13, 88, 5, -12, 2200], [21, 87, -26, -12, 1600], [21, 94, 12, -12, 1600], [11, 105, 26, -12, 1900], [0, 155, -5, -12, 1700]]",13
2025-03-28 15:42:38.318,"[[2, 69, 2, -12, 1800], [4, 73, -4, -12, 3100], [2, 73, 1, 12, 1800], [1, 81, -2, -18, 2100], [4, 81, -1, -12, 3100], [6, 81, 0, 12, 2400], [2, 85, 7, -12, 3100], [16, 77, -33, 12, 1800], [9, 88, 12, -12, 3100], [12, 79, -40, 12, 2200], [17, 91, 10, -18, 1500], [15, 91, 11, -12, 3100], [13, 82, -43, 12, 2200], [19, 93, 21, -12, 3100], [15, 87, -40, 12, 1800], [15, 104, 27, -12, 3000], [0, 151, 0, -12, 2100], [-3, 159, -4, -12, 2300], [-2, 163, -9, -12, 1700], [18, 225, -5, -12, 1900], [4, 229, -1, -12, 1800], [-25, 235, -18, -12, 1700], [237, 27, -32, -12, 1500], [-9, 245, 61, -12, 2700], [-7, 251, 53, -12, 2300], [-9, 191, -200, -12, 1600], [-22, 213, -181, -12, 1700], [9, 429, 95, -12, 1700], [6, 434, 95, -12, 1800]]",29
2025-03-28 15:42:38.429,"[[4, 73, -4, -12, 3100], [0, 77, 3, -18, 2000], [3, 77, -4, -12, 3100], [4, 81, -5, -12, 3100], [8, 85, 1, -12, 3100], [-1, 77, -36, 12, 2200], [9, 88, 8, -12, 3100], [0, 80, -39, 12, 2900], [9, 92, 10, -12, 3100], [1, 84, -40, 12, 2900], [12, 95, 17, -12, 3100], [2, 88, -41, 12, 2100], [-2, 74, -110, -12, 2200], [-3, 93, -100, -12, 2500], [-5, 80, -111, 12, 1700], [-10, 110, -86, -12, 2100], [-137, 41, -17, -12, 1700], [-13, 147, -4, -12, 2200], [-2, 151, -2, -12, 2400], [7, 155, -8, -12, 2000], [24, 157, 2, -12, 1900], [-11, 162, -17, -12, 2100], [-8, 160, -46, -12, 1800], [64, 147, -59, -12, 1700], [-12, 196, 46, -12, 1700], [-13, 212, -46, -12, 1700], [-14, 215, -51, -12, 2400], [-16, 218, -57, -12, 2400], [-112, 204, -20, -12, 2000], [-89, 220, -9, -12, 1800], [-26, 240, 1, -18, 1800], [-22, 240, 10, -12, 2700], [-20, 244, -3, -18, 1900], [-7, 243, 27, -12, 3100], [-12, 244, 47, -18, 1800], [2, 247, 28, -12, 3000], [14, 252, 8, -12, 2000], [-40, 258, 0, -12, 1400], [-9, 270, 36, -12, 1700], [-25, 275, -1, -12, 1600], [2, 280, 12, -12, 2000], [14, 281, 37, -12, 1800], [18, 294, 17, -12, 1500], [321, 52, 31, -12, 1500], [-18, 336, 34, -12, 1700], [-18, 341, 29, -12, 2300], [-15, 345, 23, -12, 2300], [3, 357, 57, -12, 1400], [19, 405, -3, -12, 1600], [-109, 412, 68, -12, 1800], [-33, 430, 66, -12, 2200], [-12, 432, 84, -12, 2500], [9, 430, 109, -12, 2200], [-46, 457, 61, -12, 1800], [-27, 459, 82, -12, 2100], [-4, 459, 105, -12, 2400], [-3, 465, 98, -12, 2400], [0, 471, 87, -12, 2100]]",58
2025-03-28 15:42:38.549,"[[-3, 69, 5, -12, 3100], [-6, 73, 7, -18, 3100], [0, 73, 1, -12, 3100], [-6, 77, 0, -18, 3100], [1, 77, 0, -12, 3100], [10, 76, 10, -24, 1800], [3, 81, 3, -12, 3100], [-23, 74, -26, 12, 2200], [1, 80, 13, -24, 2500], [10, 84, 7, -12, 3100], [-20, 79, -27, 12, 2600], [2, 83, 18, -24, 3100], [12, 87, 12, -18, 3100], [11, 88, 7, -12, 3100], [12, 91, 11, -18, 3100], [9, 92, 5, -12, 3100], [10, 95, 15, -18, 3100], [1, 97, -5, -12, 3100], [14, 92, -27, 12, 2300], [6, 95, 20, -24, 2400], [-7, 95, -33, -12, 3100], [12, 97, -25, 12, 1600], [13, 97, 22, -24, 2600], [2, 95, -44, -12, 3100], [3, 97, -49, -12, 3100], [-13, 109, 22, -18, 2600], [11, 103, -45, -12, 3100], [28, 108, -34, -12, 2700], [110, 19, -45, -12, 2300], [3, 100, -87, -12, 2700], [-1, 91, -102, -12, 3000], [-3, 84, -112, -12, 2800], [2, 141, -25, -18, 1700], [-5, 135, -49, -12, 2200], [0, 146, -20, -18, 2500], [-13, 138, -52, -12, 2500], [-2, 147, -5, -24, 1700], [-2, 151, -13, -18, 3000], [-8, 147, -36, -12, 2900], [-3, 151, -11, -24, 2100], [-5, 155, -13, -18, 2900], [-6, 153, -29, -12, 2900], [-5, 155, -6, -24, 2000], [-4, 155, -36, -18, 2300], [0, 155, -37, -12, 2600], [6, 162, -15, -18, 2300], [-84, 140, -15, -12, 1700], [4, 163, -9, -24, 2000], [-3, 167, -9, -18, 2100], [4, 167, -8, -24, 2000], [8, 170, -16, -18, 1700], [6, 171, -7, -24, 1700], [12, 174, -12, -18, 1800], [-19, 152, -85, -12, 1500], [8, 174, -13, -24, 1600], [-2, 177, -22, -18, 2000], [-27, 157, -81, -12, 1800], [-7, 178, -40, -18, 1700], [-24, 151, -101, -12, 2000], [-7, 208, 48, -12, 2000], [6, 217, 10, -18, 2100], [68, 206, 17, -24, 2300], [6, 221, -19, -18, 2900], [5, 221, -20, -12, 2900], [37, 216, 29, -24, 2300], [8, 224, -27, -18, 3000], [3, 225, -19, -12, 2900], [28, 223, 8, -24, 2100], [42, 223, -34, -18, 2600], [-184, 137, -8, -12, 2300], [45, 225, -10, -24, 1700], [60, 225, -12, -18, 2300], [90, 210, -47, -12, 1900], [30, 231, -8, -24, 1800], [10, 237, -1, -18, 2900], [-3, 221, -85, -12, 2200], [36, 234, -11, -24, 2100], [-9, 240, 20, -18, 3000], [-19, 240, -13, -24, 2300], [-6, 242, 38, -18, 3000], [-22, 244, -8, -24, 2300], [-7, 244, 48, -18, 2900], [-22, 248, -3, -24, 2100], [-8, 247, 53, -18, 2600], [-6, 246, 59, -12, 2200], [-29, 251, 9, -24, 1900], [-6, 251, 54, -18, 2100], [-30, 252, 40, -24, 1700], [-76, 239, -117, -12, 2400], [15, 279, 15, -18, 1700], [-51, 252, -111, -12, 2800], [-8, 284, 10, -18, 1900], [-25, 266, -98, -12, 2900], [0, 269, -104, -12, 2800], [9, 279, -87, -18, 1700], [13, 269, -112, -12, 2500], [3, 278, -100, -18, 1500], [7, 308, -43, -12, 2700], [-26, 313, 29, -18, 1700], [-14, 315, 2, -12, 2400], [-21, 312, 60, -18, 1700], [-25, 332, 32, -18, 1600], [-12, 334, -9, -12, 2200], [8, 429, 76, -18, 2000], [-27, 432, 48, -12, 2300], [-6, 425, 113, -18, 2100], [7, 454, 93, -18, 2200], [38, 448, 110, -12, 2300], [-1, 457, 100, -18, 2400], [17, 453, 112, -12, 2700], [-11, 458, 108, -18, 2400], [0, 457, 115, -12, 2700], [-11, 464, 99, -12, 2600], [-13, 470, 92, -18, 1700], [107, 570, 22, -12, 1700], [54, 563, 148, -12, 2100], [160, 564, 108, -12, 1600], [134, 608, 38, -12, 1700], [69, 621, 48, -12, 1900], [49, 610, 155, -12, 1800], [-37, 649, 80, -12, 2100], [-6, 656, 59, -12, 1800], [77, 658, 0, -12, 1500], [76, 639, 169, -12, 1700], [61, 651, 146, -12, 1700]]",125
2025-03-28 15:42:38.666,"[[-8, 64, 9, -30, 2200], [-11, 65, 4, -18, 2200], [-9, 64, 9, -24, 2700], [-7, 69, 9, -30, 3000], [-2, 69, -5, -18, 3100], [-3, 69, -3, -12, 3100], [-8, 69, 8, -24, 3100], [-5, 73, -5, -18, 3100], [-5, 73, -4, -12, 3100], [-8, 77, -6, -18, 3100], [-8, 77, -4, -12, 3100], [-18, 79, -7, -18, 3100], [-15, 80, -5, -12, 3100], [25, 81, -1, -18, 3100], [-32, 79, -4, -12, 3100], [15, 83, 1, -24, 3100], [11, 81, -36, 18, 2200], [19, 87, 0, -18, 3100], [18, 87, -3, -12, 3100], [16, 81, -33, 12, 2900], [16, 87, -1, -24, 3100], [13, 84, -37, 18, 2400], [17, 91, 0, -18, 3100], [4, 93, -1, -12, 3100], [14, 85, -37, 12, 3100], [19, 91, 1, -24, 3100], [12, 88, -39, 18, 2200], [1, 97, 0, -18, 3100], [-10, 96, -6, -12, 3100], [13, 89, -38, 12, 3100], [-5, 96, 13, -24, 3100], [2, 98, 24, -30, 3100], [-14, 100, -5, -18, 3100], [5, 97, 25, -42, 1800], [28, 94, -24, -12, 3100], [15, 92, -38, 12, 2600], [-20, 100, 23, -30, 2000], [-19, 73, -73, -18, 3000], [29, 92, -41, -12, 3100], [22, 88, -61, -18, 3100], [24, 86, -62, -12, 3100], [-18, 73, -79, -24, 2700], [-34, 92, -56, -18, 3000], [-32, 85, -68, -12, 3100], [-27, 93, -58, -24, 2400], [-29, 91, -67, -18, 2700], [-32, 86, -73, -12, 3100], [-29, 102, -50, -24, 1900], [-15, 110, -47, -18, 2900], [-6, 118, -39, -18, 2700], [-10, 109, -59, -12, 2900], [-11, 123, -8, -24, 1800], [-1, 125, -28, -18, 2200], [5, 115, -57, -12, 2400], [5, 123, -47, -12, 2800], [3, 129, -44, -12, 2900], [8, 131, -48, -12, 2700], [-56, 132, -7, -18, 1400], [20, 128, -61, -12, 2700], [-8, 133, -54, -24, 1700], [5, 147, -6, -30, 1800], [-49, 136, -30, -18, 1600], [25, 131, -64, -12, 2600], [-57, 123, -59, -24, 1600], [3, 151, 0, -30, 2400], [-27, 147, -24, -18, 2200], [8, 151, 8, -36, 1600], [2, 155, -3, -30, 2400], [-16, 153, -27, -18, 2200], [5, 155, 11, -36, 1600], [-3, 159, -12, -30, 2000], [-14, 151, -47, -18, 2000], [12, 153, -56, -12, 1800], [-141, 90, -6, -30, 1500], [18, 163, -34, -12, 2000], [-31, 164, -10, -24, 1600], [-18, 170, -9, -18, 1600], [-8, 162, -55, -12, 1700], [-15, 170, -6, -24, 1600], [-2, 175, -6, -18, 1600], [5, 174, -14, -24, 1600], [12, 177, -22, -12, 1600], [3, 177, -26, -24, 1400], [-23, 181, -12, -18, 1600], [46, 163, -68, -12, 1600], [-77, 201, -36, -18, 1600], [4, 217, -14, -24, 2300], [-13, 221, -15, -30, 2500], [-55, 211, -38, -18, 2000], [-21, 217, -41, -12, 1700], [-28, 217, 36, -36, 1700], [-8, 221, -16, -24, 2700], [-22, 224, -8, -30, 2800], [-39, 218, -44, -18, 2300], [-12, 222, -39, -12, 2200], [-24, 224, -7, -24, 2700], [-30, 226, -30, -18, 2200], [-11, 228, -26, -12, 2200], [-35, 227, -5, -24, 2500], [-25, 232, -8, -18, 1800], [-6, 232, 22, -12, 2000], [-4, 233, 13, -36, 2100], [-43, 230, -7, -24, 2500], [-23, 236, -2, -30, 3100], [-34, 253, -29, -12, 1900], [204, 150, 40, -24, 1800], [-26, 248, -77, -12, 2300], [36, 189, -188, -18, 1700], [36, 191, -191, -12, 1900], [5, 198, -188, -24, 1700], [-62, 269, 1, -12, 1600], [15, 266, -71, -24, 1500], [-28, 258, -107, -18, 2500], [-15, 250, -125, -12, 2800], [4, 267, -98, -18, 2700], [-4, 258, -119, -12, 3000], [-9, 329, 36, -30, 1800], [-6, 324, 65, -18, 2100], [-25, 331, 41, -30, 1900], [31, 333, 10, -18, 2200], [29, 332, -32, -12, 2200], [1, 332, 38, -24, 1700], [31, 337, -10, -18, 2600], [34, 335, -30, -12, 2700], [15, 342, -17, -18, 2500], [12, 342, 3, -12, 2800], [-32, 339, 34, -24, 1700], [-3, 341, 63, -18, 2200], [7, 399, 36, -24, 1600], [-47, 408, -41, -12, 1800], [363, 193, -67, -18, 1500], [392, 65, -125, -12, 1700], [-62, 411, -63, -18, 1400], [-75, 408, -69, -12, 1700], [-55, 421, -7, -18, 1500], [-48, 422, 14, -12, 1800], [-65, 423, 11, -12, 2100], [414, 120, -27, -12, 2200], [-33, 433, 39, -30, 1800], [398, 170, -57, -12, 2100], [-29, 422, 106, -36, 1800], [-35, 458, 85, -30, 1700], [-51, 453, 102, -24, 1900], [-5, 461, 94, -30, 1800], [452, 67, 114, -18, 2000], [448, 144, 5, -12, 2300], [-16, 459, 105, -24, 1800], [-11, 461, 115, -18, 2100], [3, 467, 85, -24, 1700], [479, 73, -45, -18, 1900], [344, 349, 18, -12, 1700], [559, 41, -12, -12, 1900], [564, 25, -14, -12, 1900], [-29, 574, -84, -12, 1500], [406, 415, 71, -12, 1700], [15, 578, 105, -12, 1800], [-68, 578, 111, -12, 1900], [589, 32, 83, -12, 1800], [185, 584, 60, -18, 1300], [135, 591, 128, -18, 1800], [138, 588, 154, -18, 1700], [151, 596, 140, -12, 1500], [45, 637, 0, -12, 2100], [-4, 742, -54, -12, 1800], [18, 747, 34, -18, 2200], [37, 747, -21, -12, 2200], [29, 751, -1, -12, 2300], [-654, 377, 57, -18, 1800], [-9, 756, 11, -12, 2100], [78, 744, 135, -18, 1500], [-111, 742, -124, -12, 1800], [118, 738, 156, -18, 1800], [268, 714, 85, -18, 1700], [-68, 755, -162, -12, 1600], [-40, 778, 21, -12, 1800]]",175
2025-03-28 15:42:38.774,"[[-2, 77, -3, -12, 4400], [-4, 77, -4, -18, 4800], [-30, 72, -5, -24, 4300], [-15, 76, 6, -30, 5200], [-2, 77, 9, -36, 4800], [-1, 76, 13, -42, 3500], [18, 79, -9, -12, 3600], [17, 79, -4, -24, 4600], [17, 79, 0, -30, 5900], [15, 79, 4, -36, 5400], [0, 79, 19, -42, 4500], [-20, 76, -33, 18, 2600], [-26, 76, -28, 12, 3200], [-27, 80, -9, -12, 3700], [-21, 82, -12, -18, 4300], [-39, 84, 11, -36, 4300], [-4, 90, 22, -42, 4200], [13, 90, -35, 18, 3900], [16, 89, -36, 12, 3800], [-29, 84, -39, -12, 4800], [-8, 97, 5, -18, 3900], [34, 89, -17, -24, 3600], [-18, 61, -74, -30, 4100], [-19, 94, 18, -36, 3700], [17, 91, -40, 18, 2800], [13, 92, -40, 12, 3400], [-4, 87, -52, -12, 5300], [-7, 100, -1, -18, 4000], [-22, 109, -37, -24, 2700], [-32, 101, -57, -18, 2700], [-44, 85, -73, -12, 2200], [-18, 114, -34, -24, 2300], [-48, 98, -60, -12, 2200], [-34, 113, -51, -12, 1800], [6, 104, -74, -24, 1400], [-12, 114, -65, -30, 1500], [-4, 106, -79, -18, 1700], [-4, 127, -36, -24, 1800], [-14, 123, -57, -30, 1600], [4, 86, -106, -12, 2300], [-11, 132, -45, -18, 2300], [-5, 109, -88, -12, 2400], [-6, 132, -44, -24, 2200], [-22, 151, -30, -30, 2200], [-8, 155, -10, -36, 1900], [-25, 144, -53, -24, 2100], [0, 155, -6, -48, 2200], [-15, 153, -42, -30, 2000], [9, 141, -73, -18, 1500], [139, 33, -71, -12, 1900], [-12, 158, -15, -36, 1700], [-15, 153, -43, -24, 2000], [-9, 166, -13, -30, 1900], [9, 160, -49, -12, 1300], [-20, 164, -26, -24, 1900], [-12, 170, -14, -30, 1900], [4, 164, -49, -18, 1700], [17, 153, -75, -12, 1500], [-10, 170, -19, -24, 2100], [-9, 209, 21, -42, 1700], [-8, 205, 44, -36, 1400], [-21, 207, 49, -54, 1700], [-3, 214, -9, -42, 2400], [-2, 214, -13, -36, 1800], [-12, 213, 16, -48, 2100], [-6, 217, -13, -42, 3000], [-6, 217, -17, -36, 2600], [-5, 217, -12, -48, 2400], [-29, 217, -35, -30, 1700], [-48, 215, -22, -18, 2000], [-13, 161, -174, -18, 1300], [225, 66, 31, -42, 2000], [-9, 232, 45, -36, 2700], [-22, 238, 34, -30, 2900], [-58, 234, 11, -42, 2100], [-18, 238, 34, -36, 3000], [-14, 236, 45, -48, 2100], [-20, 242, 35, -30, 2900], [-27, 243, 17, -42, 1900], [-28, 242, 22, -36, 2700], [-16, 242, 37, -24, 2200], [-14, 239, 51, -48, 2100], [-22, 245, 35, -30, 2600], [-23, 245, 39, -18, 2200], [2, 246, 36, -42, 1900], [-31, 246, -22, -12, 1600], [-40, 263, -37, -12, 2400], [-16, 268, 0, -36, 1400], [11, 176, -203, -24, 2600], [-5, 183, -203, -30, 1900], [-42, 269, -18, -18, 2700], [-38, 266, -49, -12, 2700], [7, 272, 16, -24, 2300], [-18, 187, -203, -30, 2200], [-147, 230, -42, -18, 2700], [-30, 274, 10, -42, 1500], [-51, 262, -70, -12, 2600], [7, 274, 35, -24, 2500], [35, 277, 18, -18, 2700], [-26, 278, 20, -42, 1600], [39, 328, -17, -18, 2000], [-21, 328, 41, -42, 2100], [66, 322, 38, -24, 1700], [-22, 328, 38, -48, 2000], [22, 330, 52, -30, 2100], [38, 329, -47, -18, 2100], [318, 150, -41, -12, 1800], [322, 150, -41, -12, 1800], [296, 203, 46, -18, 1500], [316, 175, -19, -12, 1600], [52, 357, 27, -24, 1300], [299, 191, 89, -18, 1900], [325, 169, -51, -18, 1500], [315, 189, -46, -12, 1800], [-337, 90, -136, -18, 1600], [-127, 350, -36, -12, 2200], [0, 377, -13, -30, 1700], [192, 317, 71, -18, 1800], [-52, 369, -61, -12, 2200], [14, 381, 5, -30, 1800], [223, 297, -85, -18, 1800], [15, 422, 47, -12, 1600], [22, 426, -43, -18, 1500], [-20, 428, 6, -12, 1500], [-16, 415, 104, -36, 1900], [13, 422, 90, -30, 2000], [-397, 152, 83, -18, 1400], [-2, 418, 108, -42, 2000], [-368, 226, -19, -12, 1600], [-10, 420, 100, -36, 2600], [-16, 422, 91, -48, 1900], [-4, 423, 105, -42, 2100], [236, 365, -28, -12, 2000], [-10, 423, 104, -36, 2800], [-15, 424, 101, -48, 1900], [-14, 453, 75, -42, 2800], [57, 449, 81, -12, 1900], [-16, 453, 76, -36, 2300], [-17, 452, 80, -48, 2400], [-9, 457, 74, -42, 2500], [-17, 458, 72, -48, 2200], [430, 138, 120, -18, 1900], [-33, 458, 87, -36, 2200], [-11, 463, 86, -30, 2300], [426, 201, -3, -18, 2100], [411, 147, -176, -12, 1400], [-20, 462, 91, -36, 2600], [45, 467, 38, -24, 1800], [-13, 468, 79, -30, 2200], [-14, 489, 113, -30, 1600], [-48, 488, 110, -24, 1700], [575, 57, 144, -18, 1700], [394, 473, 117, -18, 1700], [357, 502, 116, -24, 1500], [-74, 606, 158, -18, 1800], [-11, 614, 159, -18, 1800], [49, 624, 129, -18, 1700], [89, 620, 128, -24, 1600], [-405, 481, 135, -18, 1700], [194, 593, 167, -24, 1500], [-685, 137, -20, -18, 2200], [-619, 323, -13, -12, 2700], [-666, 211, 67, -18, 2000], [-637, 296, 8, -12, 2300], [-643, 285, 56, -18, 1800], [-640, 296, 24, -12, 2000], [178, 683, -62, -18, 1500], [210, 677, -24, -12, 1700], [182, 680, 111, -18, 1600], [-533, 465, 120, -18, 1500], [34, 735, 27, -18, 1600], [17, 734, 62, -24, 1700], [0, 740, 17, -18, 1900], [29, 740, 11, -24, 1600], [5, 735, 118, -18, 1800], [-36, 731, -133, -12, 1700]]",176
2025-03-28 15:42:38.862,"[[-3, 61, 1, -30, 2800], [-4, 61, 0, -36, 2900], [0, 65, 1, -30, 3100], [1, 65, -4, -18, 2500], [1, 65, 2, -42, 3100], [1, 65, 1, -36, 3100], [-4, 65, -1, -24, 3100], [7, 65, 4, -48, 2500], [0, 69, 0, -30, 3100], [1, 69, 4, -42, 3100], [1, 69, 2, -36, 3100], [-3, 69, -1, -24, 3100], [-1, 73, 0, -30, 3100], [1, 73, 5, -42, 3100], [1, 73, 2, -36, 3100], [-2, 73, -1, -24, 3100], [-4, 76, 14, -54, 3100], [-5, 77, -3, -30, 3100], [11, 76, -6, -18, 3100], [1, 77, 6, -42, 3100], [14, 75, -11, -12, 2300], [-7, 75, 19, -60, 3100], [1, 77, 2, -36, 3100], [1, 77, -4, -24, 3100], [-1, 76, 13, -48, 3100], [-14, 78, 17, -54, 3100], [-14, 80, -7, -30, 2600], [-25, 77, -11, -18, 3100], [-21, 78, -1, -42, 3100], [-21, 77, -14, -12, 2500], [-11, 78, 19, -60, 2900], [1, 81, -3, -36, 3100], [-25, 77, -10, -24, 3100], [-29, 75, 9, -48, 3100], [-28, 78, 18, -54, 3000], [5, 85, -4, -30, 3100], [-24, 76, -30, 18, 1900], [-19, 82, -15, -18, 3100], [-11, 84, 10, -42, 3100], [-23, 80, -19, -12, 3100], [40, 72, 21, -60, 2300], [12, 84, 0, -36, 3100], [-23, 77, -30, 12, 2700], [-11, 84, -11, -24, 3100], [-35, 77, 12, -48, 3100], [8, 88, -6, -30, 3100], [-24, 80, -31, 18, 1900], [-19, 86, -16, -18, 3100], [0, 87, 18, -42, 2600], [-27, 84, -15, -12, 3100], [23, 86, 1, -36, 2600], [-18, 82, -31, 12, 3100], [-16, 87, -13, -24, 3100], [-38, 79, 17, -48, 2700], [23, 87, 23, -54, 2300], [-18, 90, -15, -18, 3100], [18, 91, 0, -42, 1600], [-11, 85, -37, -12, 3100], [26, 86, 22, -60, 2300], [-35, 86, -2, -36, 2400], [-16, 86, -34, 12, 3100], [-20, 90, -11, -24, 3100], [-39, 82, 19, -48, 1600], [8, 94, -22, -30, 2600], [-1, 95, -22, -18, 3100], [-5, 90, -37, -12, 3100], [27, 93, -6, -36, 1800], [-17, 89, -37, 12, 2600], [-20, 94, -15, -24, 3100], [9, 88, -48, -30, 3000], [12, 97, -25, -18, 3100], [-17, 57, -82, -42, 1900], [-9, 92, -41, -12, 3100], [10, 94, -35, -36, 2500], [-29, 67, -70, -24, 2100], [-5, 79, -69, -30, 2900], [39, 87, -42, -18, 3100], [-4, 94, -45, -12, 3100], [2, 88, -57, -36, 2600], [-27, 81, -61, -24, 2400], [-2, 67, -86, -30, 2600], [-4, 77, -77, -42, 1700], [11, 96, -50, -12, 3100], [8, 81, -72, -36, 2500], [-27, 102, -25, -24, 2000], [18, 102, -45, -30, 2200], [-3, 93, -64, -12, 2900], [23, 72, -84, -36, 1900], [-59, 92, -30, -24, 2100], [-90, 24, -72, -18, 2400], [-2, 93, -71, -12, 2200], [-70, 81, -48, -24, 2200], [-50, 104, -36, -30, 2100], [-78, 51, -76, -18, 1600], [-62, 98, -31, -24, 1900], [-35, 117, -22, -30, 1800], [-50, 111, -26, -24, 1800], [-3, 110, -65, -18, 2300], [-2, 75, -105, -12, 2700], [-83, 47, -93, -30, 1500], [-1, 113, -69, -18, 2900], [1, 71, -112, -12, 3100], [-14, 110, -73, -24, 2200], [2, 79, -112, -30, 2000], [0, 126, -52, -18, 2700], [4, 41, -131, -12, 3100], [-9, 136, -5, -60, 2000], [-5, 111, -79, -24, 2000], [-9, 139, -3, -54, 2500], [-3, 69, -122, -30, 2000], [-12, 151, -12, -48, 1700], [133, 77, -54, -30, 1300], [-7, 166, -18, -30, 1200], [9, 111, -131, -12, 1500], [-17, 54, -166, -18, 1600], [-9, 101, -143, -12, 1700], [-22, 178, -51, -12, 1300], [-4, 224, -23, -66, 2200], [-22, 224, -18, -60, 2200], [-21, 228, -15, -66, 1800], [-30, 227, -21, -60, 1800], [-27, 232, 8, -48, 1700], [-3, 231, 50, -54, 1800], [19, 234, 29, -42, 1700], [6, 232, 46, -48, 2100], [-34, 241, 30, -24, 1500], [-21, 247, 26, -30, 1700], [-196, 151, 30, -24, 1300], [-44, 249, -14, -24, 1500], [-226, 123, -9, -24, 1600], [-38, 282, -47, -42, 1400], [296, 36, 21, -18, 1800], [-298, 47, 39, -18, 2200], [300, 44, 1, -24, 2100], [-304, 45, 23, -18, 2300], [298, 75, 8, -24, 2100], [-75, 306, -4, -24, 1500], [-40, 336, 1, -18, 1800], [5, 333, 60, -66, 1600], [7, 332, 66, -60, 1800], [-37, 337, -1, -24, 1500], [-19, 334, 50, -48, 1600], [8, 340, 41, -30, 1400], [-15, 346, 6, -24, 1300], [-29, 337, -92, -24, 1400], [9, 357, 24, -18, 1400], [283, 214, -46, -12, 1600], [-133, 329, -75, -30, 1400], [17, 360, 35, -18, 1500], [269, 310, -108, -24, 1500], [317, 273, -94, -24, 1300], [372, 209, -71, -18, 1400], [383, 184, -77, -12, 1600], [359, 219, -114, -18, 1900], [373, 211, -80, -12, 1700], [366, 225, -94, -18, 2000], [388, 100, -183, -12, 1500], [349, 251, 110, -18, 1700], [-70, 438, 85, -60, 1700], [-57, 440, 101, -54, 2000], [-64, 439, 102, -60, 1900], [-52, 441, 117, -54, 1800], [-170, 464, 113, -18, 1600], [-279, 416, 99, -18, 1600], [-14, 512, 46, -18, 1600], [578, 68, 52, -12, 1700], [-276, 567, 80, -30, 1600], [-646, 25, -43, -18, 1500], [-85, 627, 150, -24, 1500], [150, 736, 82, -24, 1800]]",170
