timeForPointcloud,frameInfo,total_point_num
2025-03-28 15:43:37.951,[],0
2025-03-28 15:43:38.050,[],0
2025-03-28 15:43:38.149,[],0
2025-03-28 15:43:38.251,"[[-4, 43, -40, -12, 2800], [-10, 58, -38, 12, 1900]]",2
2025-03-28 15:43:38.366,"[[-6, 14, -27, -12, 2900], [-7, 17, -30, -12, 3100], [-7, 20, -33, -18, 3100], [-6, 20, -33, -12, 3100], [-6, 22, -36, -18, 2800], [-6, 23, -35, -12, 3100], [-2, 40, -14, 12, 3000], [-5, 28, -37, -12, 3100], [-2, 43, -16, 12, 3100], [-15, 43, -22, 12, 3100], [-16, 46, -25, 12, 3100], [-4, 57, -22, 18, 2600], [-6, 57, -22, 12, 3100], [-5, 61, -25, 18, 2700], [-8, 60, -26, 12, 3100], [-3, 63, -30, 18, 2200], [-10, 47, -51, -12, 2600], [-10, 62, -31, 12, 3100], [-7, 51, -53, -12, 2200], [-14, 61, -39, 12, 3100], [-1, 75, -21, -12, 1600], [-28, 62, -37, 12, 2700], [3, 76, -28, -12, 2100], [-34, 66, -34, 12, 2600], [5, 77, -36, -12, 2400], [-42, 67, -31, 12, 2200], [11, 81, -36, -12, 2400], [-37, 75, -32, 12, 2200], [4, 89, -27, -12, 2200], [29, 82, -33, 12, 2100], [-2, 95, -21, -12, 1800], [29, 88, -30, 12, 1700], [-81, 46, -40, 12, 1600], [26, 185, -7, -12, 1700], [-7, 247, -202, 12, 1700], [-23, 316, -109, 12, 2300], [-14, 322, -105, 12, 2500], [-4, 319, -125, 12, 2200], [-5, 337, -121, -12, 1700], [13, 314, -196, -12, 2300], [8, 314, -203, -12, 2300], [-41, 364, -91, 12, 1700], [-27, 380, -21, 12, 1500], [34, 380, -56, 12, 1200], [-60, 626, 52, 12, 1300], [-2, 936, 168, -12, 1700]]",46
2025-03-28 15:43:38.473,"[[-7, 16, -26, -18, 3100], [-7, 16, -26, -12, 2700], [-6, 16, -26, -24, 2800], [-8, 18, -29, -12, 3100], [-7, 18, -30, -24, 3100], [-8, 20, -33, -18, 3100], [-8, 20, -33, -12, 2900], [-8, 20, -33, -24, 3100], [-4, 22, -36, -18, 2900], [1, 22, -36, -12, 2200], [0, 40, -13, 12, 3100], [-9, 20, -37, -24, 2400], [-1, 44, -15, 18, 3100], [0, 44, -15, 12, 3100], [-2, 47, -19, 18, 3100], [-1, 47, -19, 12, 3100], [4, 50, -21, 18, 2500], [4, 33, -43, -12, 3100], [2, 48, -24, 12, 3100], [-16, 50, -25, 18, 2700], [2, 36, -46, -12, 3100], [-12, 53, -22, 12, 3100], [-21, 52, -27, 18, 3100], [-9, 56, -25, 12, 3100], [-2, 57, -24, 24, 3000], [-27, 53, -28, 18, 3100], [-19, 39, -50, -12, 2600], [-8, 59, -28, 12, 3100], [-3, 60, -26, 24, 2800], [-18, 62, -26, 18, 2500], [-13, 47, -50, -12, 2200], [-6, 61, -32, 12, 3000], [-8, 61, -33, 24, 1800], [-3, 66, -42, 12, 2000], [-7, 70, -33, 24, 1800], [-3, 69, -43, 12, 2400], [0, 71, -48, 12, 2400], [-2, 66, -60, 12, 1900], [-12, 90, -36, -12, 1800], [28, 84, -39, 12, 2200], [26, 90, -38, 12, 2400], [31, 289, -53, 12, 2000], [23, 301, -35, 12, 1600], [20, 305, -32, 12, 1400], [-25, 273, -178, -12, 1500], [8, 295, -182, -12, 2100], [-24, 350, 50, -12, 2200], [282, 305, 27, -12, 1400], [-413, 33, -200, 12, 1800], [-43, 501, -84, 12, 1800], [-131, 906, 228, -12, 1900], [-92, 930, 177, -12, 2000]]",52
2025-03-28 15:43:38.591,"[[-6, 17, -26, -30, 3100], [-6, 17, -25, -24, 3100], [-8, 18, -29, -30, 3100], [-7, 20, -28, -24, 3100], [-9, 23, -30, -24, 3100], [-2, 41, -11, 24, 2600], [-3, 44, -13, 18, 3100], [-1, 44, -12, 30, 2500], [-2, 44, -12, 24, 3100], [-2, 48, -14, 30, 2800], [1, 22, -46, -12, 2300], [-7, 46, -20, 12, 3100], [-2, 48, -13, 24, 3100], [-1, 51, -19, 18, 3100], [-1, 37, -40, -18, 2400], [-3, 51, -17, 30, 2700], [0, 15, -53, -12, 2600], [-8, 48, -24, 12, 3100], [0, 52, -16, 24, 3000], [6, 56, -16, 18, 3000], [0, 54, -21, 30, 2700], [-27, 38, -35, -12, 2700], [-2, 55, -19, 36, 2300], [-12, 49, -29, 12, 3100], [1, 54, -22, 24, 3000], [-18, 56, -20, 18, 3100], [-2, 57, -23, 30, 3100], [-29, 33, -44, -12, 3000], [-3, 58, -22, 36, 3000], [-18, 52, -28, 12, 3100], [-14, 56, -22, 24, 3100], [-18, 59, -24, 18, 3100], [-5, 60, -27, 30, 3100], [-4, 61, -25, 36, 3000], [-17, 59, -23, 24, 3100], [6, 63, -29, 18, 3100], [2, 46, -53, -12, 1700], [-9, 60, -34, 36, 2400], [53, 32, -31, 12, 3100], [-15, 64, -22, 24, 3100], [1, 67, -31, 18, 3100], [-26, 60, -35, 12, 3100], [-1, 67, -40, 18, 2400], [27, 61, -39, 12, 2800], [-2, 67, -39, 24, 2200], [2, 65, -48, 30, 1800], [11, 42, -74, 18, 1800], [-3, 44, -73, -12, 1200], [4, 43, -74, 24, 2300], [2, 55, -71, 24, 2200], [-14, 92, -7, -12, 1600], [36, 82, -37, 12, 2400], [0, 100, -14, -12, 2400], [57, 69, -46, 12, 2400], [1, 102, -21, -12, 2400], [-56, 72, -52, 12, 2100], [-3, 97, -48, -12, 1900], [-82, 43, -72, -12, 1700], [30, 103, -54, 12, 1600], [-5, 88, -88, -12, 1500], [-68, 158, -50, -12, 1600], [-66, 169, -20, -12, 1700], [44, 181, -2, -12, 1600], [36, 187, 2, -12, 2000], [9, 194, 11, -12, 1900], [33, 192, -37, -12, 1600], [-218, 50, -70, 12, 1200], [16, 205, -141, -12, 1700], [44, 209, -136, -12, 1700], [-277, 93, -22, 12, 1700], [-264, 134, -12, 12, 1500], [-28, 281, -101, -12, 1200], [-15, 300, 44, -12, 1400], [-276, 129, -48, 12, 1600], [-265, 156, -72, 12, 1800], [60, 298, -97, 18, 2000], [29, 307, -82, 12, 2200], [40, 303, -106, 18, 2100], [10, 311, -89, 12, 2200], [-41, 312, -88, 12, 1800], [21, 291, -172, 12, 2000], [-23, 286, -180, -24, 1100], [-164, 252, -166, -18, 2100], [29, 301, -161, 12, 2100], [261, 90, -204, -24, 1400], [22, 320, -131, 12, 1800], [34, 290, -194, -12, 1900], [266, 199, -123, -12, 1800], [15, 333, -130, -12, 1900], [14, 356, -65, -12, 2000], [0, 364, -68, -18, 2000], [386, 132, -26, -12, 2000], [381, 38, -155, -12, 2000], [-34, 412, -52, 12, 1600], [-35, 418, 31, 18, 1700], [-266, 311, 98, -18, 1500], [-36, 414, -67, 12, 2000], [0, 424, 0, 18, 1700], [-85, 397, -198, 12, 1800], [-27, 423, -168, 12, 1500], [-1, 459, 64, 24, 1400], [3, 458, 92, 24, 1900], [-92, 440, -142, -18, 1400], [-19, 467, 54, 30, 1600], [-19, 494, -110, 12, 1500], [-42, 487, -146, 18, 1700], [-62, 494, -130, 18, 1500], [-85, 563, -59, -12, 1500], [503, 239, -149, -12, 1400], [78, 564, -112, -12, 1400], [605, 303, -36, -24, 1100], [-66, 923, 139, -18, 1700], [10, 938, 126, -18, 1800], [102, 912, 233, -12, 1600], [-11, 934, 156, -24, 1600], [-3, 939, 149, -18, 1500], [-11, 940, 142, -24, 1500]]",117
2025-03-28 15:43:38.695,"[[-5, 14, -18, -30, 4100], [-6, 16, -21, -24, 4600], [-6, 16, -21, -30, 5300], [-5, 16, -21, -36, 5200], [-5, 16, -21, -42, 4100], [-7, 18, -25, -24, 4600], [-6, 18, -24, -30, 5500], [-6, 18, -24, -36, 5200], [-5, 18, -25, -42, 4400], [-8, 20, -28, -24, 4300], [-7, 21, -27, -36, 5300], [2, 24, -35, -12, 2200], [-3, 45, -9, 30, 3100], [-1, 34, -31, -12, 2500], [-3, 45, -9, 36, 3100], [-5, 48, -13, 42, 3100], [0, 34, -37, -18, 2700], [-5, 49, -11, 30, 3100], [3, 40, -31, -12, 3100], [-4, 49, -10, 36, 3100], [0, 35, -37, -24, 2600], [-8, 48, -13, 24, 2800], [-5, 48, -14, 48, 2800], [-5, 52, -15, 42, 3100], [0, 37, -41, -30, 2600], [-2, 39, -38, -18, 2800], [-7, 52, -11, 30, 3100], [5, 41, -35, -12, 3100], [-5, 53, -11, 36, 3100], [0, 37, -40, -24, 3100], [-8, 52, -14, 24, 3100], [-5, 52, -16, 48, 3100], [-5, 55, -17, 42, 3100], [3, 55, -20, 18, 2500], [-7, 45, -36, -18, 2300], [-18, 53, -16, 30, 3100], [7, 43, -39, -12, 3100], [-4, 54, -23, 36, 3100], [-2, 54, -20, 12, 2400], [-4, 56, -17, 48, 3100], [0, 52, -33, 18, 3000], [-4, 52, -33, 30, 3100], [11, 45, -41, -12, 3100], [-5, 53, -32, 36, 3100], [-10, 51, -34, 12, 3100], [-3, 44, -43, -24, 2300], [6, 56, -26, 24, 3100], [-6, 59, -17, 48, 2800], [-1, 57, -33, 42, 3000], [-10, 71, -17, 66, 1800], [-28, 60, -32, 18, 3100], [-16, 64, -34, 30, 3000], [-5, 71, -20, 54, 2400], [-18, 62, -36, 36, 3100], [-8, 71, -17, 60, 2300], [-20, 67, -24, 24, 2800], [-4, 68, -29, 48, 2600], [-27, 65, -33, 42, 1500], [-29, 65, -32, 18, 3100], [-11, 69, -34, 30, 3100], [-40, 50, -45, -12, 2100], [-13, 68, -35, 36, 3100], [32, 62, -33, 12, 3100], [-19, 71, -25, 24, 2700], [-8, 69, -36, 48, 2300], [-35, 67, -30, 18, 2500], [-35, 86, -29, 18, 2000], [21, 93, -19, 12, 2600], [-12, 90, -44, 18, 2100], [19, 94, -29, 12, 2700], [7, 78, -70, 18, 1800], [22, 95, -38, -12, 1600], [21, 95, -38, 12, 2300], [15, 106, -55, -12, 1700], [-42, 93, -65, 12, 1600], [-58, 86, -70, -18, 1700], [-81, 63, -71, -12, 1800], [-40, 94, -72, 12, 1600], [-67, 75, -80, -18, 1600], [-27, 192, -20, -12, 2800], [-5, 197, -17, -12, 2000], [-54, 142, -140, -18, 1300], [-20, 151, -146, -18, 1400], [-11, 100, -185, -12, 1600], [-17, 135, -166, -18, 1400], [-16, 105, -186, -12, 1900], [0, 115, -186, -12, 1600], [-60, 197, -141, -12, 2000], [3, 211, -133, -24, 1400], [-60, 206, -135, -12, 2300], [4, 199, -157, -24, 1900], [6, 203, -158, -18, 1700], [180, 129, -129, -12, 2300], [6, 205, -155, -24, 1800], [-3, 195, -174, -18, 1600], [-9, 208, -157, -12, 1800], [42, 296, -112, 24, 1700], [92, 288, -113, 18, 2000], [91, 292, -103, 12, 2000], [76, 289, -123, 24, 1800], [78, 295, -117, 18, 1400], [-209, 223, -173, -18, 1600], [157, 243, -199, -36, 1800], [-166, 293, -98, -24, 1700], [-216, 274, -64, -12, 2300], [-183, 259, -159, -24, 1900], [-78, 324, -169, -12, 1500], [-180, 276, -177, -36, 1400], [-55, 326, -192, -30, 1700], [437, 425, -110, -30, 1600], [-83, 616, 53, -30, 1600], [481, 385, -135, -30, 1600], [-210, 574, -160, -24, 1600], [-647, 221, -123, -30, 2300], [-511, 439, -167, -18, 1500], [-12, 687, -97, -36, 1800], [-657, 202, -97, -24, 2100], [-491, 464, -175, -30, 2800], [-484, 475, -165, -18, 2000], [-461, 502, -149, -24, 2900], [-477, 473, -205, -18, 2100], [-475, 487, -172, -24, 2900], [-645, 204, -203, -30, 2200]]",123
2025-03-28 15:43:38.812,"[[-6, 17, -14, -12, 4800], [-4, 27, -22, -18, 4200], [3, 25, -25, -24, 3600], [1, 29, -26, -18, 3900], [1, 28, -27, -24, 3800], [2, 29, -31, -24, 3800], [3, 34, -37, -36, 4600], [2, 35, -37, -42, 3600], [1, 54, -3, 78, 3300], [-1, 54, -7, 66, 4500], [-5, 53, -10, 60, 3900], [-27, 39, -27, 12, 3600], [21, 39, -31, -12, 4700], [20, 36, -36, -18, 4400], [10, 35, -41, -24, 4300], [4, 36, -41, -30, 4500], [4, 37, -40, -36, 4600], [2, 58, -4, 78, 3300], [0, 58, -6, 72, 4200], [-4, 57, -12, 60, 5000], [1, 53, -32, 30, 3900], [6, 51, -34, 24, 3900], [9, 43, -43, 18, 3300], [1, 49, -37, 12, 4600], [-38, 32, -38, -12, 3600], [11, 48, -38, -18, 3500], [-14, 63, -11, 72, 3300], [-7, 64, -14, 66, 4900], [-5, 64, -15, 60, 5400], [-3, 64, -14, 54, 5100], [-1, 59, -28, 48, 4900], [1, 59, -30, 42, 4400], [-5, 58, -31, 36, 4600], [-2, 55, -37, 30, 4200], [6, 51, -42, 24, 4300], [-38, 3, -55, 18, 3800], [3, 47, -47, 12, 4700], [-7, 72, -16, 90, 3300], [-8, 72, -15, 84, 4200], [-8, 71, -17, 72, 3600], [-14, 70, -18, 66, 4000], [-12, 70, -19, 60, 3700], [61, 35, -21, 48, 3800], [3, 64, -37, 42, 4200], [2, 65, -35, 36, 4400], [-1, 55, -50, 30, 4200], [-3, 67, -30, 24, 4500], [17, 63, -35, 18, 3800], [-7, 65, -34, 12, 4800], [-13, 63, -36, -12, 3000], [-9, 75, -16, 90, 2200], [4, 69, -36, 42, 2300], [-18, 74, -16, 66, 1900], [-7, 80, -14, 108, 1800], [9, 71, -38, 12, 2500], [74, 14, -31, 24, 1900], [-5, 75, -30, 48, 1600], [-12, 83, -15, 66, 1500], [-12, 76, -36, 18, 1700], [-32, 66, -44, 30, 1800], [-10, 83, -14, 102, 1800], [3, 80, -29, -12, 1600], [-11, 79, -30, 60, 1600], [6, 80, -28, 12, 2000], [-24, 74, -36, 24, 1800], [-14, 83, -16, 96, 1500], [5, 81, -38, 18, 1800], [-5, 84, -30, -12, 2400], [10, 81, -35, 12, 2200], [20, 79, -46, 18, 2100], [-12, 67, -95, 18, 1900], [-57, 20, -101, 30, 1800], [-24, 71, -90, 12, 1400], [-3, 65, -97, 24, 2100], [25, 119, -39, -12, 1800], [20, 127, -29, -12, 1800], [-36, 113, -60, 12, 1500], [-83, 92, -56, 24, 1500], [89, 92, -56, 18, 1900], [-96, 101, -37, -12, 1800], [-106, 78, -59, 24, 1600], [-69, 133, -42, -12, 1500], [-44, 163, -28, -12, 2100], [-35, 171, -17, -12, 2200], [41, 171, -28, -12, 1500], [-12, 198, -152, -36, 1400], [-17, 219, -163, -18, 1600], [-30, 281, -29, -12, 1500], [-23, 285, -33, -12, 2000], [-9, 277, -92, -12, 2000], [-278, 101, -21, 30, 1500], [-6, 267, -128, -12, 1800], [69, 286, -28, 12, 1600], [61, 289, -12, 24, 1600], [-281, 103, -23, 30, 1800], [-10, 252, -162, -12, 1700], [-13, 297, -37, 36, 1300], [81, 288, -3, 12, 1600], [38, 297, -8, 24, 1700], [-25, 293, -75, 30, 1300], [-31, 272, -132, -12, 1900], [-22, 275, -127, 24, 1300], [-50, 288, -157, -30, 1800], [-7, 333, -31, -30, 2500], [5, 308, -131, -36, 2100], [-51, 318, -89, -24, 1900], [-5, 323, -101, -30, 2700], [15, 302, -152, -36, 2000], [-70, 331, -7, -24, 2200], [-104, 337, 29, -24, 2500], [-46, 347, -74, -30, 2600], [66, 346, -62, -18, 2000], [41, 351, -60, -12, 2400], [49, 291, -203, -36, 1800], [-93, 341, 56, -24, 2500], [-86, 348, -49, -30, 2600], [42, 339, -120, -18, 2100], [28, 353, -78, -12, 2600], [-87, 351, 23, -24, 2000], [12, 358, 54, -48, 1400], [-131, 341, -32, -30, 2200], [-1, 325, -168, -18, 1900], [9, 349, -109, -12, 2500], [144, 399, -131, -12, 1900], [84, 436, 2, -24, 2000], [215, 379, -104, -18, 2400], [177, 392, -124, -12, 2400], [10, 445, -167, -30, 2000], [254, 401, 5, -18, 1600], [267, 339, -200, -12, 2400], [4, 467, -106, -30, 2300], [227, 419, 48, -18, 1400], [207, 385, -196, -12, 2700], [-5, 467, 107, -36, 1800], [2, 483, -8, -30, 2200], [138, 457, -71, -12, 2400], [36, 481, 68, -12, 2300], [92, 480, -135, -24, 1500], [86, 488, -123, -24, 1600], [-85, 499, -90, -30, 2000], [14, 493, -145, -18, 1800], [51, 498, -118, -24, 1800], [-62, 507, -86, -30, 2000], [1, 478, -201, -18, 1800], [-72, 495, -135, -36, 1800], [40, 496, -144, -24, 1800], [-111, 542, -164, -12, 2000], [-3, 583, 34, -12, 2000], [-318, 487, 90, -18, 2400], [-44, 585, 32, -12, 2300], [-309, 493, 85, -24, 2200], [-469, 361, -37, -30, 1400], [-320, 493, 74, -18, 2600], [69, 587, 39, -12, 2200], [-335, 485, 60, -24, 2500], [-316, 497, 93, -18, 2200], [84, 585, -75, -12, 2000], [-353, 468, 108, -24, 2000], [195, 578, -147, -24, 1400], [-343, 520, -105, -30, 1900], [-260, 560, -132, -18, 2100], [-263, 572, 43, -24, 2200], [-357, 524, -46, -30, 1700], [-259, 574, -85, -18, 2200], [-258, 579, 45, -24, 2300], [-165, 621, -74, -18, 1500], [-212, 615, 7, -18, 1500], [247, 596, 85, -12, 1700], [167, 611, 162, -12, 1400], [-274, 571, -167, -24, 1400], [167, 620, 145, -24, 1400], [20, 713, 14, -30, 1200], [150, 697, 18, -12, 1400], [-720, 201, 196, -12, 1100], [-194, 727, -170, -36, 1600]]",175
2025-03-28 15:43:38.921,"[[-5, 21, -8, 36, 4100], [-4, 20, -9, 18, 4100], [-7, 29, -9, 72, 3700], [-7, 29, -7, 66, 4000], [-7, 29, -7, 60, 3700], [-7, 28, -11, 36, 4700], [-7, 28, -10, 30, 5300], [-13, 27, -9, 24, 3800], [-6, 28, -12, 18, 4600], [-4, 28, -12, 12, 4100], [-7, 33, -10, 72, 3700], [-9, 33, -8, 66, 3900], [1, 36, -15, 12, 3900], [1, 32, -28, -36, 4000], [11, 38, -24, -12, 4300], [13, 33, -30, -18, 4700], [11, 34, -29, -24, 4900], [0, 38, -39, -42, 4200], [8, 52, -25, 12, 4100], [15, 44, -35, -12, 4100], [4, 47, -34, -24, 3900], [-18, 43, -36, -30, 4300], [-2, 41, -42, -36, 4200], [2, 39, -44, -42, 4000], [1, 61, 1, 102, 3000], [-2, 61, -2, 90, 3600], [3, 60, -12, 72, 3700], [8, 60, -12, 66, 3600], [6, 63, -18, 60, 4000], [2, 63, -19, 54, 4100], [2, 62, -22, 48, 4100], [6, 57, -32, 36, 3700], [6, 55, -36, 30, 3700], [-9, 47, -46, 12, 4800], [-2, 69, -3, 96, 3600], [-4, 69, -3, 90, 3900], [-6, 69, -9, 84, 3600], [3, 69, -6, 78, 4200], [3, 69, -5, 72, 4800], [5, 69, -9, 66, 4200], [0, 64, -28, 60, 4100], [2, 67, -18, 54, 4800], [31, 65, -17, 24, 4800], [21, 65, -28, 18, 5200], [17, 65, -30, 12, 5000], [-38, 48, -42, -12, 3700], [3, 77, -10, 108, 2600], [-5, 77, -8, 96, 3100], [-5, 77, -9, 90, 4200], [-5, 77, -10, 84, 4100], [-5, 77, -11, 78, 4100], [-10, 76, -13, 72, 4200], [2, 69, -36, 66, 4300], [6, 70, -33, 60, 3500], [5, 76, -14, 54, 4200], [10, 75, -18, 48, 4200], [11, 73, -22, 42, 4400], [2, 69, -36, 30, 4400], [-5, 78, -21, 24, 4500], [33, 65, -35, 18, 4400], [14, 72, -35, 12, 4200], [0, 56, -59, -12, 2800], [-2, 85, -2, 132, 3000], [0, 85, -7, 126, 2500], [-6, 85, -5, 120, 2500], [-2, 85, -9, 114, 3200], [4, 84, -10, 102, 3100], [-32, 78, -10, 78, 2500], [18, 82, -15, 72, 2800], [1, 83, -20, 60, 3300], [-35, 72, -29, 54, 3600], [-31, 78, -16, 48, 3200], [8, 83, -16, 36, 3700], [34, 86, -40, 18, 1700], [7, 51, -92, 30, 2000], [1, 36, -99, 36, 1500], [-8, 32, -104, 36, 2000], [54, 68, -72, 18, 1700], [-11, 27, -110, 36, 2200], [-32, 99, -54, 78, 1700], [-31, 101, -51, 84, 1800], [-12, 49, -106, 36, 1800], [-30, 88, -71, 12, 1500], [-31, 105, -49, 90, 2400], [-33, 102, -54, 78, 2800], [-32, 104, -52, 84, 2800], [218, 35, 12, 30, 1600], [224, 27, -5, 30, 1600], [-112, 178, -93, -12, 1300], [246, 141, -14, 12, 1900], [245, 151, -17, 12, 1800], [51, 298, -29, 30, 1100], [63, 296, -22, 36, 1400], [243, 167, -71, 12, 1600], [-158, 251, -83, -12, 1500], [50, 299, -51, 36, 1200], [228, 189, -83, 12, 1700], [27, 336, -32, -12, 3000], [52, 338, 20, -18, 2500], [-189, 285, -21, -12, 3000], [-93, 301, -135, -24, 2000], [-184, 294, 9, -12, 2600], [-166, 296, 86, -12, 2200], [6, 348, -44, 12, 1800], [21, 330, -126, -30, 1600], [134, 344, 18, 12, 2100], [-215, 299, 42, -24, 2000], [-226, 291, -64, -18, 2100], [-238, 267, -110, -12, 2400], [122, 352, 26, 12, 2000], [-210, 309, 8, -24, 2100], [-104, 329, -153, -30, 1500], [113, 335, -132, 18, 1400], [49, 359, -105, -18, 1800], [-70, 370, -24, 30, 1600], [40, 324, -191, -12, 2000], [-12, 376, -37, -24, 2000], [66, 371, 57, -18, 1800], [0, 381, 0, 30, 1700], [-42, 395, -12, 18, 1400], [-9, 397, -2, 30, 2100], [-96, 350, -161, -12, 1400], [-26, 396, 2, 36, 2200], [-7, 399, -39, 30, 2000], [-5, 363, -171, -12, 1800], [-19, 400, -17, 36, 2000], [-154, 356, -104, 12, 1700], [-59, 349, -198, -18, 1500], [3, 395, -91, 30, 2000], [-247, 306, -99, -12, 1500], [-5, 393, -98, 36, 1700], [-205, 319, -143, 12, 1600], [273, 292, 84, -18, 1300], [-249, 279, -167, 12, 1300], [271, 318, -162, -12, 1800], [-50, 433, -105, 48, 1800], [-22, 422, -158, 42, 1800], [-26, 428, -142, 48, 1600], [-14, 434, -139, 42, 1700], [232, 378, -148, -18, 1700], [-1, 472, -134, -30, 1700], [-6, 490, -31, -12, 1300], [46, 470, -134, -24, 1900], [51, 492, 14, -24, 2000], [-37, 496, -37, 18, 1400], [-16, 493, -70, 30, 1700], [134, 463, 127, -12, 2000], [5, 488, 100, -24, 1900], [-24, 485, -114, 24, 1800], [-17, 498, -64, 30, 1800], [-49, 514, 35, -12, 1900], [21, 506, 109, 36, 1400], [-274, 430, 91, 12, 1200], [-16, 520, -38, -30, 1200], [-127, 494, -111, -18, 1400], [52, 489, -177, 30, 1400], [-20, 515, -83, -12, 1700], [52, 524, -86, -12, 1500], [-79, 520, -112, -12, 1700], [46, 583, -1, -18, 1800], [37, 573, -112, 30, 1400], [-346, 472, -59, -18, 2100], [-297, 492, -143, -18, 2400], [152, 572, 8, -24, 2000], [-241, 534, -108, -18, 2100], [180, 571, -40, -18, 1800], [91, 592, -38, -12, 2000], [84, 595, 61, -18, 2300], [63, 597, 64, -12, 2300], [550, 248, -11, -24, 1600], [73, 602, 38, -18, 2400], [-159, 606, -80, -18, 1600], [-371, 484, -163, -12, 1800], [-54, 622, 90, -24, 1600], [36, 628, 111, -18, 1400], [159, 619, 5, -12, 1700], [-139, 624, -14, -24, 1400], [-18, 643, -11, -12, 2300], [1, 637, -112, -18, 1600], [-145, 630, -11, -12, 2500], [395, 506, -104, -12, 1900], [-618, 199, -92, -12, 1800], [-306, 603, -155, -18, 2300], [-292, 610, 154, -12, 2600], [-288, 628, 94, -12, 2600], [-350, 594, -112, -24, 1400], [664, 206, 95, 42, 1400], [-26, 752, 107, -18, 1900], [-52, 756, 53, -24, 1900], [-16, 753, 127, -18, 2100], [-29, 760, 64, -24, 2200], [718, 222, -190, -30, 1400], [-615, 453, -136, -24, 1600], [-133, 774, 185, -24, 1400]]",194
